date,gdp,real_interest_rate,unemployment_rate,inflation_rate,gdp_growth,unemployment_ma,inflation_ma
1960-02-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-02-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-02-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-02-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-02-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-02-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-03-31,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-04-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-05-31,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-06-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-07-31,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-08-31,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-04,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-05,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-06,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-07,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-08,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-09,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-10,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-11,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-12,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-13,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-14,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-15,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-16,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-17,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-18,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-19,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-20,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-21,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-22,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-23,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-24,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-25,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-26,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-27,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-28,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-29,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-09-30,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-10-01,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-10-02,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
1960-10-03,541988586206.897,3.10788487484417,5.5,1.45797598627791,0.0,5.5,1.45797598627791
